Basic data and indicators,Description,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
(blank),Travel,US$ Millions,(blank),IMF,"5,448","6,253","6,518","7,719","8,022","8,048","6,921","7,301","8,296","10,165","10,014","9,852","11,822","12,805","10,552","12,126","13,998","13,954","14,152","14,505","13,123","13,507","15,063","15,704","14,349","6,141","8,357"
(blank),Passenger transport,US$ Millions,(blank),IMF,"1,368","1,389",332,872,905,911,995,920,"1,079",923,"1,074","1,307","1,824","1,817","1,523","1,847",0,0,0,0,0,0,0,0,0,0,0
SWITZERLAND,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,"17,548",0,0,0,0,"17,407","16,522","15,902","18,949","20,293","20,303","19,833","22,086","21,536","22,481","24,572","19,797","7,694","10,164"
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),"11,148","12,061","12,515","11,891","11,815","12,240","11,554","11,427","8,774",0,0,0,0,"11,147","10,453","10,011","10,466","12,098","12,403","12,518","13,601","13,857","15,318","15,285","13,443","6,118","6,296"
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,"6,202",0,0,0,0,"6,260","6,069","5,892","8,483","8,194","7,900","7,316","8,486","7,679","7,163","9,287","6,354","1,506","3,868"
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,"9,478","9,798","8,944","8,754","7,646","7,837","7,540","7,633","9,148","10,518","11,218","11,822","12,984","14,083","13,799","14,332","17,538","18,878","19,964","20,849","19,672","19,942","21,507","21,463","21,196","10,856","12,675"
(blank),Travel,US$ Millions,(blank),IMF,"7,420","7,626","6,987","6,814","5,767","5,746","5,451","5,841","7,287","8,561","9,287","9,728","10,634","11,464","11,529","11,805","14,533","16,012","17,025","17,777","17,204","17,620","19,105","19,076","18,853","10,027","11,662"
(blank),Passenger transport,US$ Millions,(blank),IMF,"2,058","2,172","1,957","1,940","1,879","2,091","2,089","1,792","1,861","1,957","1,931","2,094","2,350","2,619","2,270","2,527","3,005","2,866","2,939","3,072","2,468","2,322","2,402","2,387","2,343",829,"1,013"
SYRIAN ARAB REPUBLIC,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),"1,746","1,871","2,299","2,411","2,994","3,863","3,492","3,299","3,997","4,309","4,564","4,042","4,196","5,253","5,215","6,259",0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,734,688,584,585,710,911,980,"1,598",850,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),IMF,498,513,545,583,631,669,670,760,700,650,550,540,645,800,882,"1,510",774,0,0,0,0,0,0,0,0,0,0
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,34,38,34,45,65,111,98,88,76,0,0,0,0,0,0,0,0,0,0
TAIWAN PROVINCE OF CHINA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),"5,189","5,714","6,162","5,912","6,559","7,329","7,153","7,319","5,923","7,781","8,208","8,671","8,964","8,465","8,143","9,415","9,584","10,240","11,053","11,845","13,183","14,589","15,655","16,645","17,101","2,336",360
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,1/,IMF,"9,487","9,106","9,288","8,395","8,722","9,531","8,691","8,229","7,402","9,376","10,047","10,406","10,729","10,710","8,668","10,700","11,701","12,444","14,158","15,953","17,388","19,229","20,502","22,254","22,890","3,423","1,423"
(blank),Travel,US$ Millions,(blank),IMF,"8,457","8,152","8,198","7,331","7,398","8,107","7,319","6,956","6,480","8,170","8,682","8,746","9,070","9,116","7,800","9,357","10,112","10,630","12,310","13,997","15,502","16,574","18,018","19,428","20,500","3,046","1,247"
(blank),Passenger transport,US$ Millions,(blank),IMF,"1,030",954,"1,090","1,064","1,324","1,424","1,372","1,273",922,"1,206","1,365","1,660","1,659","1,594",868,"1,343","1,589","1,814","1,848","1,956","1,886","2,655","2,484","2,826","2,390",377,176
TAJIKISTAN,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,4.1,6.4,2.7,0,0,0,0,0,0,0,0,0,0,15,15,19,16,22,31,31,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,31.4,36.5,42.5,0,0,24.6,15.1,24.2,28.4,10.8,22.8
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,1.7,2.1,3.4,3.8,6.0,7.0,10.8,5.8,0,3.1,3.9,2.3,0,0,3.6,4.1,10.2,5.2,3.5,4.8
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,28.3,32.6,40.2,35.0,25.0,21.0,11.0,14.0,23.2,7.3,18.0
"TANZANIA, UNITED REPUBLIC OF",(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),157,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,424,521,403,369,363,361,375,470,577,571,616,746,806,861,928,"1,003","1,101","1,185","1,288",992,873,818,738,226,214
(blank),Travel,US$ Millions,(blank),IMF,360,412,407,493,370,337,327,337,353,445,554,534,595,721,766,830,899,967,"1,034","1,102","1,195",922,807,738,651,204,196
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,17,28,33,32,36,24,22,25,23,37,21,25,40,31,29,36,67,83,93,70,66,80,87,22,18
THAILAND,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),"1,820","1,845","1,660","1,412","1,655","1,909","2,011","2,250","2,152","2,709","3,047","3,382","4,018","3,908","4,653","5,451","5,397","5,721","5,970","6,444","6,794","8,204","8,963","9,966","10,446",0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,"4,791","4,735","3,752","2,246","2,870","3,218","3,334","3,888","3,538","5,343","4,920","6,176","6,889","6,707","5,744","7,155","7,534","8,095","8,238","8,824","9,539","11,267","12,676","14,406","14,969","5,212","4,233"
(blank),Travel,US$ Millions,(blank),IMF,"4,271","4,286","3,416","1,960","2,474","2,772","2,924","3,303","2,921","4,514","3,803","4,599","5,144","5,012","4,429","5,627","5,717","6,248","6,481","7,071","7,718","9,072","10,504","12,083","12,355","4,391","3,459"
(blank),Passenger transport,US$ Millions,(blank),IMF,520,449,336,286,396,446,410,585,617,829,"1,117","1,577","1,745","1,695","1,315","1,528","1,817","1,847","1,757","1,753","1,821","2,195","2,172","2,323","2,614",821,774
TIMOR-LESTE,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,2.0,5,51,69,68,62,92,57,84,100,118,137,131,110,61,32
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,1.7,3,40,58,52,49,73,40,66,83,102,121,115,92,54,27
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0.3,2,11,11,16,13,19,17,18,17,16,16,16,18,7,5
TOGO,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,216,236,269,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,40,19,14,16,17,15,20,26,37,38,42,42,59,68,94,89,81,46,58,60,53,55,57,65,61,36,0
(blank),Travel,US$ Millions,(blank),IMF,18,3,5,3,3,2,5,5,7,8,8,5,17,19,47,46,57,34,45,41,37,38,39,42,43,23,0
(blank),Passenger transport,US$ Millions,(blank),IMF,22,16,9,13,14,13,15,21,30,30,34,37,42,49,47,43,24,12,13,19,16,17,18,23,18,13,0
TONGA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,13,16,16,15,17,21,20,22,23,29,29,30,32,24,38,41,44,38,20
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,3,3,3,6,4,8,10,10,7,8,12,14,18,21,23,21,34,36,39,33,20
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,10,10,12,7,7,11,13,14,12,14,11,9,9,3,3,5,5,5,0.2
TRINIDAD AND TOBAGO,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),261,248,0,0,0,0,0,0,0,0,0,0,0,0,270,273,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,91,98,97,92,106,190,172,208,143,141,234,146,155,102,136,97,188,223,116,168,253,230,147,149,133,47,39
(blank),Travel,US$ Millions,(blank),IMF,69,76,72,67,83,147,151,186,107,96,180,93,94,75,105,71,150,196,89,124,207,187,97,98,86,38,37
(blank),Passenger transport,US$ Millions,(blank),IMF,22,22,25,25,23,43,21,22,36,45,54,53,61,27,31,26,38,27,27,44,46,43,50,51,47,9,2
TUNISIA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),"1,778","1,428","1,381","1,526","1,480","1,632","1,669","1,939","2,274","2,312","2,241","2,302","2,743","3,118","2,623","2,250","2,303","2,897","2,873","2,637",0,"1,830",0,"2,515","2,781",739,"1,748"
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,294,282,266,271,276,310,322,303,355,427,452,498,530,555,478,611,678,673,768,770,767,823,871,954,889,408,494
(blank),Travel,US$ Millions,(blank),IMF,251,251,235,235,239,263,273,260,300,340,374,410,437,458,415,547,607,593,675,681,696,749,795,864,798,370,446
(blank),Passenger transport,US$ Millions,(blank),IMF,43,31,31,36,37,47,49,43,55,87,78,88,93,97,63,64,71,80,93,89,71,74,76,90,91,38,48
TÜRKIYE,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),"3,981","4,261","4,633","4,601","4,758","5,284","4,856","5,131","5,928","7,299","8,246","8,275","4,956","4,893","5,561","6,557","6,282","5,803","7,526","7,982","8,751","7,892","8,887","8,383","9,651","2,243","2,738"
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,"3,563","3,517","4,254","4,509","5,061","5,817","5,372","4,585","5,017","5,331","5,635","5,698","5,865","6,068","5,262","1,410","2,095"
(blank),Travel,US$ Millions,(blank),IMF,911,"1,265","1,716","1,754","1,471","1,713","1,738","1,880","2,113","2,524","3,104","2,989","3,649","3,824","4,575","5,194","4,883","4,094","4,817","5,072","5,368","4,783","4,823","4,595","4,110","1,040","1,650"
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,459,528,605,685,486,623,489,491,200,259,267,915,"1,042","1,473","1,152",370,445
TURKMENISTAN,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),21,29,31,357,0,78,111,79,34,32,33,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURKS AND CAICOS ISLANDS,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,1/,country,153,174,235,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,4.5,4.2,4.2,0,0,0
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUVALU,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,1.9,2.2,2.9,2.8,2.7,2.6,2.3,2.2,2.0,2.4,0,0,0,2.1,0,0,0,0,0,0,4.2,4.7,1.5,0.5
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,4.2,3.9,4.3,4.6,4.6,5.4,6.9,8.4,7.5,8.7,11.5,11.5,6.9,7.5,9.4,11.4,10.1,10.8,9.8,7.2,7.4
(blank),Travel,US$ Millions,(blank),IMF,0,0,0,0,0,0,3.6,3.3,3.5,3.8,4.0,5.0,5.9,7.2,6.3,7.4,9.7,9.5,4.6,5.1,6.4,7.8,6.3,7.1,6.3,5.1,5.5
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,0.6,0.6,0.8,0.8,0.6,0.5,1.0,1.2,1.2,1.3,1.8,2.0,2.3,2.4,3.0,3.6,3.8,3.7,3.5,2.1,1.9
UGANDA,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,148,241,327,153,152,184,189,231,189,254,272,337,311,324,367,469,471,511,523,568,563,0,488,197,331
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,0,0,0,0,0,0,0,0,158,185,196,220,315,351,464,540,642,349,342,278,309,365,497,629,269,439
(blank),Travel,US$ Millions,(blank),IMF,80,135,113,95,0,0,0,0,0,108,124,123,132,156,192,320,405,484,208,189,186,208,214,333,450,110,252
(blank),Passenger transport,US$ Millions,(blank),IMF,0,0,0,0,0,0,2,2,44,50,61,73,88,159,159,144,135,158,141,153,92,101,151,164,179,159,187
UKRAINE,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,"17,866","16,100","15,961","17,741","20,335","21,755","23,988","22,637","23,336","25,226","27,067","27,977","29,346","11,251","14,726"
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),"6,552","6,004","9,632","7,773","7,399","13,422","14,849","14,729","14,795","15,588","16,454","16,875","17,335","15,499","15,334","17,180","19,773","21,433","23,761","22,438","23,142","24,668","26,437","27,811","28,880","11,018","14,352"
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,531,601,627,561,562,322,227,199,194,558,630,166,466,233,374
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,0,405,462,487,460,561,676,794,953,"2,660","3,078","3,202","4,022","4,585","3,751","4,134","4,829","5,536","6,300","5,470","5,408","6,306","7,536","8,287","8,907","4,823","6,443"
(blank),Travel,US$ Millions,(blank),IMF,210,308,305,340,364,470,566,657,789,"2,463","2,805","2,834","3,569","4,023","3,330","3,742","4,461","5,104","5,763","5,061","5,101","5,970","7,121","7,899","8,517","4,691","6,251"
(blank),Passenger transport,US$ Millions,(blank),IMF,0,97,157,147,96,91,110,137,164,197,273,368,453,562,421,392,368,432,537,409,307,336,415,388,390,132,192
UNITED ARAB EMIRATES,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,890","18,728","18,866","18,967","18,906","6,458","7,454"
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,407","18,222","18,356","18,454","18,395","6,284","7,258"
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,506,510,513,511,175,197
(blank),Tourism expenditure in other countries,US$ Millions,1/,CB,0,0,0,0,0,"3,019","3,321","3,651","3,956","4,472","6,186","8,827","11,273","13,288","10,347","11,818","13,206","15,072","16,188","15,848","16,637","17,127","17,645","18,004","18,382","15,085","21,600"
(blank),Travel,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,678","13,310","13,702","14,116","14,403","14,706","12,068","17,280"
(blank),Passenger transport,US$ Millions,(blank),..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,170","3,327","3,425","3,529","3,601","3,676","3,017","4,320"
UNITED KINGDOM,(blank),(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Departures,(blank),(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Total departures,Thousands,1/,(blank),"41,345","42,050","45,957","50,872","53,881","56,837","58,281","59,377","61,424","64,194","66,494","69,536","69,450","69,011","63,513","64,647","67,493","66,858","68,959","72,204","77,619","81,757","87,242","90,571","93,086","23,827","19,142"
(blank),Overnights visitors (tourists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Same-day visitors (excursionists),Thousands,(blank),(blank),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(blank),Tourism expenditure in other countries,US$ Millions,(blank),IMF,"30,749","32,298","35,954","41,458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
